,VIN,Market_Value_Mean,Market_Value_Std,Count
4602,JN1AR5EF7EM270866,87363.41,11269,144
4603,WP0CB2A88CS745076,53714.11,11462,28
4604,SAJJA42C8YNA01125,12037.52,2987,64
4605,SALPL16451A446932,21328.04,3214,3
4606,WP1AF2A53GLB94622,49683.62,7055,218
4607,WMWXP7C53H3B49877,23049.16,2786,899
4608,WDBSK75F36F108528,18205.79,4004,213
4609,WBAPN7C58BA780291,12976.95,2879,176
4610,WAUBFGFF6F1093490,19523.99,3702,3539
4611,WBSBR93491EX20136,23895.88,6298,31
4612,JTHFN48Y820024769,14929.01,3629,647
4613,WBAPL5G51BNN23664,14092.95,2527,108
4614,JM1FE1T25B0405191,17720.83,5907,4
4615,JM1NB354140409370,17594.93,3962,35
4616,WDDGJ7HB3FG431092,51715.48,9328,64
4617,3VWYT7AU0GM062832,21102.3,3080,265
4618,WBA1M1C59GV394615,31291.06,3606,371
4619,WDBEA50DXKB057668,18352.7,3449,5
4620,WAURV78T69A009354,17793.92,3526,162
4621,JM1NDAL79K0304603,31744.23,3009,106
4622,WP1AD29P18LA72256,18028.33,3687,56
4623,JT2MA70L9H0057271,10970.8,1997,4
4624,JM1NC2JF3D0231136,18564.87,3472,74
4625,1B3JZ65Z44V100391,60040.28,9605,85
4626,JM1NA3519P0419030,9295.97,2699,26
4627,1J4FA49S82P772494,12470.79,2696,214
4628,WBSNB93557CX07818,20213.0,4377,27
4629,WBS3R9C57FK334336,45802.17,5631,1089
4630,SALTY1249XA211397,6401.98,1726,9
4631,1HGCT2B86GA005566,21386.24,2892,2949
4632,1G1BL52P8TR128891,24143.64,6271,110
4633,1J4FF68S0YL269606,7449.78,1681,11
4634,JB3AM64J1RY032678,7747.65,2504,6
4635,1FTFW1R6XEFC87275,41791.87,6744,1119
4636,JHMAP114X1T008435,27254.86,6312,127
4637,YS3FH71U276105877,6736.55,1832,29
4638,WBADN534X1GC96927,9759.82,2539,13
4639,SAJNX574XSC221499,17466.02,4423,26
4640,JF1GH74608G801020,10882.91,2454,155
4641,WDBSK75FX3F012925,15726.05,3557,554
4642,1C4SDJH96MC814597,75657.6,5832,449
4643,WDCYR49E83X135991,40856.66,7231,50
4644,WDBJF65J6YB119600,5115.88,1347,67
4645,1FTEW1EG9FKD68447,31214.23,5207,22750
4646,1VWDC0170DV072469,7990.0,0,1
4647,JF1SG69674G761111,7696.84,1822,57
4648,WBANW53588CT54364,9905.25,2047,136
4649,JM1NC26F480142223,14933.08,3018,262
4650,WBS2U7C53K7D09500,64137.44,4919,172
4651,1G1BL82PXRR144763,8631.02,1579,3
4652,1GC1KYE81DF228376,36384.52,6889,742
4653,WP0CB29847U730685,27011.37,4820,49
4654,WP1AC29P94LA91909,11596.86,2633,31
4655,JT3VN66W9J0010926,10154.43,3013,4
4656,1J8GA591X7L226150,16314.54,2712,1018
4657,WUA8NAFG8CN910150,138770.84,20989,25
4658,WBADK7309H9653818,15122.96,887,2
4659,WBAVT73537FV29007,8094.01,2038,37
4660,WUATNAFG4BN002321,142306.68,33285,15
4661,JTEBU11F470081368,17256.33,3330,2460
4662,5YJSA1E63MF456395,188888.5,1430,2
4663,JTJBT20XX60116210,14575.22,3318,484
4664,WUAPV54B83N904326,19221.07,4493,37
4665,WDBJF74J02B435301,15115.01,4911,6
4666,SAJBG4BV1HCY27893,35946.52,4521,44
4667,JF1GR8H69CL207023,23513.17,4049,180
4668,WBSDE93493CF93118,37973.51,12339,20
4669,WDBSK75F13F042007,15726.05,3557,554
4670,WP0AA2A92ES106651,75091.16,8239,171
4671,WP0JB0928KS861078,33946.22,7286,12
4672,WBA5R1C56KFH20931,37556.36,2666,1445
4673,ZFFEW58AX60147032,126635.68,14515,31
4674,ZFF65LJA8A0172915,111035.9,16144,128
4675,WBA2N1C56JVC27995,40714.92,3744,179
4676,WAUBGAFL2EA133837,26087.4,4121,392
4677,JN1CZ24A5LX006411,25324.65,7101,16
4678,JN1AR5EF3CM250689,81984.84,12052,62
4679,1FTRW07322KC64978,16329.02,3792,66
4680,1FA6P8CF6F5306481,31659.11,4257,4023
4681,SCCPC11196HL30229,51990.28,7292,31
4682,1G1FH1R72G0127599,36858.11,3868,1563
4683,JM1NC25F280138530,14219.13,2860,316
4684,WBXPA73454WA77684,5866.98,1379,119
4685,1GKFK16K9RJ745229,4755.33,1443,9
4686,WP1AF2A53FLB92867,44163.23,6356,335
4687,3C3CFFJH6FT667576,16841.72,3168,71
4688,WMWRE33556TJ39787,7319.32,1677,305
4689,5YJ3E1EA0JF095524,46433.81,4352,3544
4690,WP0CD29928S789797,91126.74,15101,125
4691,WAUWFAFL7BA084473,12217.74,2324,177
4692,6G2EP57W09L312346,35769.73,6283,51
4693,SAJWA4EC8FMB55807,47774.83,8184,19
4694,WBAUN93578VE94418,12869.56,2743,160
4695,2HGFC3A58JH756865,25834.34,2503,862
4696,WP0AA2A78LL101704,95192.75,7393,206
4697,YV1SJ52Y742395739,7976.86,2639,16
4698,5YJSA1CP3DFP21540,35403.37,4585,455
4699,WDDLJ7GB0EA116638,45747.51,6412,118
4700,WBAGH833XXDP01298,3313.05,1502,3
4701,JTJHT00W254000920,17898.68,4512,77
4702,WDBEA52EXRC091541,9178.54,2782,13
4703,WBAWB73599P158777,12964.99,2919,422
4704,SJAAM2ZV6MC032864,244656.31,32610,145
4705,WBAWB33508PU89335,8819.44,2097,1073
4706,1J4FA69SX6P714677,19504.17,4193,174
4707,YV1SJ527852480386,10622.0,1597,4
4708,WBSKG9C5XBE369169,33375.0,6760,466
4709,WDBNG79J96A472849,23599.25,5732,11
4710,WBSFV9C56DD096599,37284.77,5982,209
4711,1FTFW1R61BFD14133,31196.81,5401,390
4712,WDBUF76J76A878471,16675.94,4373,13
4713,WDDHH8JB7EB043696,26136.77,4230,170
4714,WBADN6348YGM68546,6096.63,1295,9
4715,JM1NA3534R0520562,10551.83,2550,15
4716,1FALP45T9SF105855,10263.34,2792,118
4717,1GNEV18K5HF155095,19722.07,4585,3
4718,1FTEF14H4RLA75130,6617.8,2160,85
4719,1C4BJWDG5HL536713,34275.74,3566,8840
4720,JM1NB3539X0126095,9294.29,2381,184
4721,4USCK5339XLE95170,20086.66,5777,5
4722,WBSBR93452EX21852,20534.7,4952,115
4723,JTHBP262785004357,30746.44,4681,112
4724,JT3HN86R8W0164683,6840.81,2040,87
4725,1G1YB2D43M5108099,106149.48,11597,1225
4726,WP0CA299X6S757962,46655.61,8749,178
4727,JTEZU5JR9B5033327,21692.69,3787,1838
4728,WBY2Z6C51K7D32873,111895.9,11167,384
4729,1G1YY26W385126931,29585.26,4728,813
4730,JTJHY7AX1E4143603,44347.12,5929,229
4731,WDDWJ6EB9JF626347,52794.47,5988,525
4732,1FADP3L99EL358816,16955.84,2893,1095
4733,YV1RH527772631375,8527.5,1968,20
4734,JT3HJ85J9V0171048,20494.35,4764,20
4735,3GNEK18R2TG146724,15549.95,4620,24
4736,WBSCK9334WLC86777,22256.37,5510,61
4737,WBABB2303K8864133,13383.42,3769,17
4738,VAG46121717905505,67633.37,31561,3
4739,WDBGA33E2SA210504,5476.85,1576,7
4740,1LNFM91V1WY708034,10676.24,3341,5
4741,5YMGY0C50BLK27146,22811.05,4240,86
4742,WBAPT73509CX02396,10841.32,2609,22
4743,WDBCA39D8JA410217,16328.69,3983,7
4744,WBSFV9C50ED593911,42563.14,6170,224
4745,SALGS2PF1GA298909,49650.73,6471,993
4746,WBAEH73404B215388,12093.47,2753,104
4747,1G2MG35X68Y111741,16157.21,3685,192
4748,WBA8B3G52HNA92775,33688.1,3359,199
4749,1C4HJWDG8HL516935,34275.74,3566,8840
4750,1C3EU453XSF656828,4495.54,1497,7
4751,1FAFP68G3YK114185,4845.0,77,2
4752,WBSCK9338WLC85311,22256.37,5510,61
4753,1GKGV26K3MF502898,9749.5,3889,2
4754,WDDZH8KB0LA757966,139286.71,13967,22
4755,4JGDF2EE5DA164310,25288.91,4887,125
4756,1FALP46V5TF188220,19111.99,6323,52
4757,WBAWC73558E062071,10008.46,2309,230
4758,5UXKR6C58F0J78383,30659.95,4372,618
4759,WDBBA45A8EA006286,16469.78,4047,41
4760,WBSBR93463PK00922,21332.78,5137,98
4761,1FA6P8K09K5506200,48281.19,3669,598
4762,5UMBT93527LY53208,26316.37,3316,31
4763,SAJWA82C56TH00346,13808.9,4447,6
4764,WDBLK70G11T088455,9138.76,2640,22
4765,WBSNB93527CX06898,20213.0,4377,27
4766,WP0CB298X5U731322,24968.53,5331,94
4767,1G1YY22G615100358,19669.65,3900,670
4768,WBA3A9G50ENS65685,22623.14,3460,331
4769,JF1VBAF63N9002304,34624.23,1635,100
4770,5TFBV54198X054698,16251.75,3299,2326
4771,JTJHT00W113509168,14130.58,3573,64
4772,SALPM16452A465530,14557.47,4731,11
4773,137ZA8331YE190319,66722.3,10218,4
4774,ZHWGU22T16LA03917,122682.13,20534,25
4775,WBAPM73589E194678,12964.99,2919,422
4776,WBAGG8349YDN76436,10080.23,2170,5
4777,WBSBL93486PN64166,25657.39,5572,101
4778,JTJBT20X250092208,13224.84,2921,327
4779,JTEBU11FX70099874,17256.33,3330,2460
4780,WBS2U7C06L7E79629,67198.21,5302,350
4781,WBADN63412GN86056,8049.17,2221,19
4782,WAUHE5447MN026504,13497.5,9188,2
4783,1FALP42D1RF195638,11059.95,3184,96
4784,JM1NDAJ70K0400445,40739.94,4045,14
4785,WP1AD2A27GLA70428,56118.66,7576,318
4786,WDDJK7EA3FF031246,81691.78,10631,39
4787,1G4HH5E99AU104105,9185.66,2102,10
4788,WBS3R9C57FK335261,45802.17,5631,1089
4789,WBAGG834XYDN80382,10080.23,2170,5
4790,WP0CA29866U713047,23668.81,4316,157
4791,JM1NC2PF0B0217943,19061.43,3331,212
4792,1FA6P8CF6J5172371,37468.94,3965,3030
4793,WP1AC2A25BLA82671,30540.62,6118,130
4794,WVGPT77L97D006229,12977.13,2932,3
4795,1J4FA64S86P705094,24170.17,5888,56
4796,WBACG7325WKC30810,5914.01,1009,3
4797,JACCN57X517D00139,12632.92,4171,6
4798,WMWRE33483TD58474,6172.11,1435,91
4799,SCFEKBELXDGD17543,78953.5,8543,2
4800,SCCLMDTUXAHA11115,49389.31,5073,15
4801,1C4BJWFG3DL575484,30607.96,4281,1126
4802,JM1BK34M891217661,9674.6,2116,48
4803,WP0AB29818U781053,34513.9,6285,153
4804,JM1NA3513L0126296,11342.12,3059,77
4805,JHMAP21445S001367,28972.72,5903,147
4806,1FMDE5AHXNLA87802,45221.94,7519,747
4807,WBSEH93406B797633,22121.12,4008,43
4808,1G1YW2DW8D5103809,44097.89,5015,251
4809,WBAVD13586KT78665,6385.29,1368,162
4810,WP0CA29911S652896,29557.84,5704,172
4811,SALWR2WF3EA354208,33813.54,4686,930
4812,JF1GR8H63BL806093,22444.02,3886,291
4813,JTEHT05J722027047,14276.25,2775,62
4814,1G6A15S69J0107441,81871.31,6763,172
4815,WP0CA299XSS342473,67990.61,13849,50
4816,JTMHY7AJ1D4018694,44456.42,7001,136
4817,ZFF65LJAXA0173578,111035.9,16144,128
4818,1G3GR62C8V4112141,4163.04,1691,6
4819,1FALP42D5RF166109,11059.95,3184,96
4820,WBACN53421LJ58623,13370.35,3503,103
4821,2G2FV22P4R2232389,17457.19,4850,76
4822,1FTWW33P15EA49012,16780.09,4056,817
4823,WP0AB29976S742081,55700.73,10640,161
4824,WDBKK47F2WF076666,7554.8,1915,54
4825,1J4FA29P9YP779169,9741.14,2307,113
4826,WBAKN9C53ED680916,23838.45,4257,205
4827,WP0JB0928GS861346,26364.63,8024,16
4828,WBAFU9C59DDY71663,20295.67,3566,219
4829,WP0CA2A96JS138084,105617.92,9719,56
4830,4E3CT64UXLE120568,9497.5,2117,2
4831,WP0AA29878U760792,27280.95,5684,145
4832,WBSVA93558E041391,29225.34,5695,356
4833,5YFM4MCE9MP080608,24527.52,2202,19390
4834,ZFFYU51A1Y0121659,90194.93,12913,24
4835,JA3XE74C3NY051125,17841.05,3782,7
4836,WAUWFAFC1HN005784,53360.62,6680,108
4837,WBACE61090ER81333,15450.22,3688,3
4838,WDDHF7HB6BA308454,26736.39,4755,43
4839,JT3FJ80W2M0030377,16074.45,3441,18
4840,5UMDU93517LM08464,37675.52,7956,21
4841,2HGEH3395RH505374,20000.0,0,2
4842,WBSNB93506B581890,20989.5,4961,118
4843,1J4FA49S03P350981,13795.71,2944,236
4844,JTMHY7AJ7D4021387,44456.42,7001,136
4845,WBAGH8346YDP14656,6838.0,1668,12
4846,WBA6B4C51DD098292,28598.65,4140,193
4847,SALPV1241WA400229,19995.0,0,1
4848,WBAPK5C58BA810936,10907.65,2283,1970
4849,JTEBU5JR9K5732524,43616.97,5267,11891
4850,WBAUP73579VF07233,11045.04,2513,293
4851,WDDXJ8FB8HA027669,61439.59,10058,632
4852,5GRGN22U35H114965,25837.45,5444,264
4853,WBADT63433CK30075,6028.02,1597,77
4854,SAJWA71B38SH24902,12086.93,3108,19
4855,WVWHD7AJ7EW009273,16139.68,2465,186
4856,3GCUKSEC9FG414117,33114.52,4647,4900
4857,JA3AN74K3XY003365,59995.0,0,1
4858,JF1ZCAB17D1609067,19006.01,2887,170
4859,JM1NA3533R0505289,10551.83,2550,15
4860,WBADN5349YGC95990,7638.56,1742,9
4861,JHMED9366MS013990,11999.66,2828,2
4862,JN1HZ16S1FX057849,14471.56,4199,4
4863,JF4GG22685G051292,6903.05,1800,20
4864,WBSCD9323VEE06766,18076.02,4529,15
4865,WBS3C9C54FP803242,47689.06,5822,395
4866,JM1FC3525L0710996,14364.32,3094,11
4867,WDBNG75J85A480588,7900.34,1837,47
4868,WDDDJ77X99A149224,22167.0,5100,21
4869,WBABD53426PL17512,9439.74,2190,135
4870,1G1YS2D61F5605494,72794.4,7308,222
4871,SALDV228XSA956044,88490.64,20465,23
4872,WP0AA2993XS624355,27856.38,5827,108
4873,JH4NA1158PT000287,78451.39,13533,9
4874,WDBUF70J23A140999,6170.78,1534,91
4875,1FA6P8CF0J5166694,37468.94,3965,3030
4876,WDBSK75F23F044784,15726.05,3557,554
4877,JN1CZ24AXLX003150,25324.65,7101,16
4878,WBSEH935X7B798265,22733.15,4589,148
4879,WBS1J5C50J7B69994,53908.14,4820,104
4880,WDDGF7HB7EG241408,40912.05,7277,61
4881,JM1NB354450414645,15537.58,4483,14
4882,WBADM5347YBY44289,5114.34,1345,39
4883,JT8JS47E6P0043273,5284.37,1001,6
4884,JN1AZ4EH7AM502758,20998.08,4265,365
4885,ZN661YUS7JX303575,65151.95,10705,85
4886,WBAUP93509VF49349,11045.04,2513,293
4887,1J4FF48S8YL149315,6220.74,1724,156
4888,WP0CB298XYU660093,17205.42,3902,96
4889,WDDEJ7HB5AA025107,31695.73,5537,14
4890,1GCCS14H038283695,6747.53,1850,374
4891,WP0AA29923S620291,38607.3,7941,121
4892,1FA6P8JZXK5552716,70066.04,7855,361
4893,JTEBU14R770126597,12269.12,2521,1069
4894,1B4GD12T3ES227711,14995.0,0,1
4895,ZAM57XSA3F1131048,30128.54,3602,407
4896,SALAG2D41BA553030,16613.07,3194,248
4897,JTHED192820041353,11777.42,2449,12
4898,WBSJF0C55JB283195,81905.35,6561,490
4899,WAUBGAFL6AA157942,15922.57,3179,137
4900,55SWF8GB5GU115086,50120.3,8825,24
4901,WP1AC2A25DLA91762,38993.71,6347,68
4902,2C3CDZBT6GH185324,30866.53,4181,1760
4903,WBSBL93454PN59004,21848.86,5900,112
4904,WBS8M9C55G5G41818,51712.95,5898,423
4905,WDBFA68F3XF176405,13600.4,3632,113
4906,1FMSU43P13EC96341,14489.25,4672,95
4907,1ZVHT88S995136574,39296.05,7635,170
4908,WBA1J7C53EVW84972,26195.37,4085,177
4909,WDDGF5EB5BA417069,11434.04,2331,815
4910,WDBFA68F41F196024,15110.5,3607,50
4911,JTMCY7AJ9G4037802,66235.13,6525,147
4912,1FALP42X3VF203968,9471.98,2167,50
4913,WP1AC29P38LA83133,18280.72,4423,74
4914,WDBEA92E6SF309339,11067.34,1015,3
4915,TRUC5AFV5J1008572,40868.01,4714,67
4916,WP0AA0951GN150244,24063.92,7049,36
4917,WDBPJ73J62A024338,12531.69,2179,8
4918,1G2FW21F8JL259072,18244.47,4486,19
4919,WBAVT13536AV98370,8105.25,1741,44
4920,WP0AA29945S715972,46350.7,7949,111
4921,WP0JB2927LS860257,36271.67,10066,3
4922,WBAEF6320SCC89869,19343.84,5479,15
4923,3GTU9EET9LG425515,61380.1,4604,2865
4924,4USCJ3325WLC10543,11561.7,3005,73
4925,3TMLU4EN9FM189525,30284.63,4059,3800
4926,JHMED9362LS800966,6865.29,2416,3
4927,1G1Y72D47L5115752,101455.44,9802,686
4928,2J4FY19P7MJ133240,7673.43,1266,19
4929,WP0EB091XJS170271,67966.5,13417,36
4930,JA32W5FV9FU009013,35254.94,6278,49
4931,1G1YY26E065125708,43321.76,6270,210
4932,WAUB4AF46KA042230,49272.77,3568,380
4933,2G1FP22P7V2121490,14679.27,3963,97
4934,JT3AC11R5P1104751,12759.8,1601,5
4935,JB3XE74C5MY023831,23818.68,5695,9
4936,5GRGN23U63H127933,17954.37,4059,830
4937,WP0BA2A95FS132103,107732.85,20155,13
4938,ZASPAKEV2L7C76646,76974.16,5461,19
4939,1G1Y82D46L5119059,107083.77,11115,756
4940,JN1CZ24HXNX521095,26445.69,5682,6
4941,WBSCK9342YLC89995,24537.9,5410,89
4942,JF1VA2M64H9822990,32407.07,3306,672
4943,WBAEC8417J3267468,13173.36,3917,9
4944,WBAWC73508E062172,10008.46,2309,230
4945,ZARFAEAV6H7556272,54066.35,6487,152
4946,WAUB1GFF8G1040841,29944.37,3143,430
4947,YV1A0MSW5H1344985,44266.01,4987,15
4948,1G1YS3DW8A5101412,39962.12,5472,232
4949,JTHBA30G345016009,6768.09,1564,591
4950,SALPV1643YA431849,11895.06,3009,5
4951,JF1GV8J62EL003561,26686.36,4210,190
4952,WVWLF7AU4GW141540,31162.6,3561,752
4953,JM1NB353230311096,10688.66,2645,176
4954,1J4FA24148L511592,15644.31,2636,1211
4955,WBADN5342YGC95796,7638.56,1742,9
4956,JM1NB353220231697,10231.26,2780,144
4957,JTMCY7AJ7J4073897,79207.48,6721,103
4958,WP0AB2A97NS221193,151364.53,17619,74
4959,1GYS4HEF0DR168838,25073.4,4724,578
4960,6G2EP57WX9L308742,35769.73,6283,51
4961,6G2VX12G54L267776,16050.09,3756,185
4962,WDDNG76XX7A078567,19090.85,4458,40
4963,WAUR2AFD9DN019072,24387.97,4107,154
4964,2G1FP22G422161375,19278.1,5487,275
4965,JM1FB331XC0612480,10500.0,0,1
4966,1G6DV5EP4B0129645,38233.67,7058,241
4967,JF1GR89668L819086,19055.97,3533,128
4968,WDBUH76J05A774753,18482.23,4605,26
4969,1FA6P8JZ3H5524488,60282.63,7425,684
4970,WDBBA48D6HA065976,23602.17,6230,117
4971,1FAFP42X14F238861,12128.62,3144,297
4972,WBADX1C53DJ129034,21677.73,4111,890
4973,WDBEA66E8SC275334,18551.37,4854,47
4974,1G2FS2181HL224039,15692.29,2990,3
4975,WP0CB29821U664354,17852.07,3652,114
4976,WBA8K3C37HA022617,32375.64,3481,147
4977,WP0AA0913DS120916,56774.14,13544,38
4978,WP0AB2A83KS279076,86084.09,8088,155
4979,WBAEV53474KM38492,6830.24,1791,29
4980,4S3BMFG62A1220360,10063.53,2081,8
4981,ZAM45VLA2H0189987,73775.88,10228,206
4982,SAJDA42B91PA14965,16688.81,4583,22
4983,YS3EH59GX63504390,3161.05,762,3
4984,SALME15448A264034,10919.39,2229,177
4985,1G6RM1E49EU600533,25341.74,3979,197
4986,WP0AA29953S623055,38607.3,7941,121
4987,SALPV1445WA403213,8578.62,1976,5
4988,WDDWK8HB3KF867617,82117.71,7851,102
4989,5UXWX7C55G0K36562,27094.49,4274,309
4990,WBACH3342YLF44452,10876.9,2546,49
4991,WP0AB29902S686110,68186.02,14598,82
4992,WAUB1GFF4H1075491,35094.09,3153,275
4993,WDDNG76X17A110645,19090.85,4458,40
4994,SALMP1E45CA389708,29901.79,6498,38
4995,JM1NDAJ73K0400729,40739.94,4045,14
4996,1FTZR45E85PA59238,8735.92,2209,541
4997,JN1AZ44E39M410730,19319.55,3858,455
4998,WP0CA2992XS653807,27773.89,5719,123
4999,5GRGN23U33H117764,17954.37,4059,830
5000,JHMAP21478S002470,34483.13,7839,49
5001,WVWVF7AU7HW091369,34180.66,3522,659
5002,WBSDE9343YBZ95632,29754.47,7638,28
5003,WBA1J7C5XGV289688,31291.06,3606,371
5004,WP0AA2A9XJS106505,104927.93,11626,218
5005,WDDGJ7HBXDG022472,39134.21,6034,53
5006,JM1NC26F680147665,14933.08,3018,262
5007,2G2WR524551191475,5630.24,1319,36
5008,WDBWK73FX6F109275,22839.76,4674,54
5009,1G1YY24U655104693,25731.25,4321,1436
5010,SALTL19414A855444,15705.44,4711,12
5011,WBAWV53559P081403,9179.65,1927,574
5012,WBA3K5C54EKT33466,21483.95,4069,102
5013,WDBLK74G72T097057,10904.89,3429,18
5014,JM1FC3324H0152259,10995.0,0,1
5015,5UXCY6C07M9E29076,85337.93,9836,205
5016,YV1AX8849J1293232,9079.05,802,3
5017,WBA8F1C56JAE97534,35670.84,4224,280
5018,2G1FP32G1W2151026,14096.88,3338,56
5019,WP1AD2A21DLA72462,35985.56,6455,220
5020,4USCH3349YLF71158,10876.9,2546,49
5021,WBSBF9323SEH00590,24200.63,5621,18
5022,JT3HJ85J4T0120831,19469.1,4314,20
5023,5YJSA1E2XHF192501,62366.22,7783,739
5024,1JCCM16N6BT034485,32995.0,0,1
5025,1J4GZ78Y3PC708544,4350.07,1480,3
5026,JM1NDAL73H0109282,28257.43,2965,251
5027,YS3FH71U276002992,6736.55,1832,29
5028,1J4FJ68S2TL119228,4704.09,1255,34
5029,1C3AN79N15X048395,16359.78,4183,61
5030,WDDLJ9BB8EA128085,29785.39,4847,447
5031,SAJD51EE5JCK54642,75020.91,7764,129
5032,WDBCA39D8JA394262,16328.69,3983,7
5033,5YJ3E1EA4NF129907,57779.65,8765,23
5034,1G6AB5RX3F0100021,20591.13,3309,747
5035,WBAFU9C57DDY72259,20295.67,3566,219
5036,WDBTJ75J76F181512,7429.2,1655,20
5037,1FMDA31UXLZA33133,12995.0,0,1
5038,JH4KA8278MC007408,6494.02,2115,2
5039,2C3CDZFJ0GH220724,37176.51,4469,1474
5040,WDBGA51G8XA411878,10681.5,2034,10
5041,WVWRF7AJ2CW354982,20717.26,3501,163
5042,2CNBJ1869S6918257,6888.02,2315,4
5043,5YJ3E1EA2JF101825,46433.81,4352,3544
5044,WBA6B4C55FD761771,36941.51,5858,208
5045,3C4FY4BB31T299724,3761.45,1005,187
5046,WBSKG9C54BE646012,33375.0,6760,466
5047,JNKAY41EX4M400448,7087.78,2405,8
5048,SAJWJ6DL7GMK23607,61274.41,6961,255
5049,JTEBU5JRXJ5530953,41038.07,4450,10359
5050,W1NYC7HJXMX405224,239499.03,58772,2251
5051,WP0AB29808U782789,34513.9,6285,153
5052,1N4AA6FV8LC373125,39668.61,3280,297
5053,JM1NB353230302530,10688.66,2645,176
5054,WBS1J5C59JVA12606,53479.32,4979,309
5055,WBA1J7C55EVX33928,26195.37,4085,177
5056,4USBU33548LW61220,15745.64,3658,122
5057,JTHHP5BC5F5000508,48220.48,5304,369
5058,WP0AC2A70AL091905,40720.92,7081,109
5059,WBSCL93481LJ80666,28973.43,4708,15
5060,JT2MA71N8L0138352,37389.75,10108,7
5061,JT6HJ88JXV0166987,20586.6,3883,27
5062,WDBSK74F63F058933,24410.49,5969,104
5063,WBA8K3C59HK678832,32375.64,3481,147
5064,2D4GV47258H183856,6737.97,2013,29
5065,WBANN73506CN00445,7379.7,1654,56
5066,WDDYK8AAXJA018980,142233.31,17296,171
5067,WBSBL93463JR22170,21332.78,5137,98
5068,SALNY12235A478751,6135.3,1547,7
5069,WBSBL93483JR21800,21332.78,5137,98
5070,WDDGF7HB6AF403710,27615.82,4367,45
5071,1G4EC13C2LB904557,10889.92,3342,35
5072,5UXFA53563LV99645,5402.97,1379,110
5073,SCCFC20B3PHF60302,37689.08,7345,5
5074,WBAVC93538KZ72939,8180.92,1733,441
5075,WP0AA29926S716930,47572.59,8199,85
5076,JF1GD70636L506869,23534.35,4722,73
5077,WDBSK74F73F037363,24410.49,5969,104
5078,JHMAP21496S003150,30141.94,5725,111
5079,1G1YY2254T5600147,20107.83,4846,42
5080,5YJYGDEE5MF285456,67066.89,7382,3031
5081,1G4BN5374NR400920,13471.96,2538,8
5082,1G1YA2D70G5104576,51197.09,5159,731
5083,WDBUF76J65A620991,18482.23,4605,26
5084,SALMH13418A276314,12043.27,2640,121
5085,WBSBR93452EX24038,20534.7,4952,115
5086,JH4NA1262MT001891,70150.81,14567,23
5087,1J4FF68S7XL594008,6305.96,1695,145
5088,WBAJD1C58JG474838,45152.41,5269,1108
5089,WBAGG83441DN85387,10406.85,2721,19
5090,JM1NA351XP1410167,9295.97,2699,26
5091,WBACG5322SAM50777,8999.2,2645,3
5092,SALMF15496A198509,9006.45,2144,128
5093,JM1NA3537S0608107,11506.25,3399,32
5094,WDBKK49F83F293387,8184.28,2084,46
5095,WBS1H9C39HV888181,49879.65,4852,347
5096,WBSDE9343YBZ94223,29754.47,7638,28
5097,JT2SW22N1M0023233,22540.45,4448,7
5098,JT3HN86R6V0094678,6365.12,1733,61
5099,WAUUL68EX5A501083,12022.93,4286,9
5100,WBAWL73577PX42394,10754.13,2567,573
5101,3TMDZ5BN0GM004893,34481.83,4337,1337
5102,JF1GD706X5L517236,20902.15,4171,65
5103,1FTWW31P36EA95817,17130.73,4375,565
5104,WBSDE9341YBZ94835,29754.47,7638,28
5105,2G2FV22G112116247,21581.17,6631,44
5106,WBAEG1319MCB42217,27944.79,7231,21
5107,1GT125C80BF238394,33924.48,6907,312
5108,WP0AA2A80BU760829,36008.35,4389,35
5109,WBAWL73538PX55595,11906.29,2773,644
5110,WBAGJ03411DD74122,16492.55,3539,2
5111,WVWPF7AJ6CW274060,20717.26,3501,163
5112,1FAFP42RX3F446964,11889.33,3198,305
5113,WP0AC2A89LS289352,141948.18,11680,187
5114,WBABS53451JU87090,7270.42,1887,89
5115,JT2MA67L6F0168714,18740.38,1435,5
5116,WBAHD6314PBJ85275,11749.63,2474,2
5117,SAJWJ6HL2GMK23993,61274.41,6961,255
5118,1FTFW1R67EFB30349,41791.87,6744,1119
5119,WAUKC28D9YA081053,4097.84,144,2
5120,JTHBN36F865032812,12247.21,2583,224
5121,WBADC8407G0667768,33495.0,23334,2
5122,1G3BP83E6MW301952,11106.71,2485,2
5123,WDBFA67EXSF110483,9428.05,2699,41
5124,WBAUN7C54DVM27383,23504.57,4348,214
5125,WP0CA2996VS341163,74023.84,15056,35
5126,WAUBGAFL1FA022651,30025.14,4016,313
5127,WBA4B1C50FG241157,26203.9,3108,219
5128,WDBKK47F5XF082429,8081.9,2061,88
5129,JHMED845XLS005521,7888.03,156,2
5130,1GDCT18Z2N0811427,27015.08,6826,12
5131,WBSDE93462CF90790,47409.04,15318,27
5132,SCFFDECNXCGG13830,92682.82,14079,16
5133,WBSBR93481EX20080,23895.88,6298,31
5134,WAUUL78E46A190662,12695.02,3476,4
5135,3D7KU28CX4G127417,15704.93,4047,721
5136,3B4GD02YXJM806462,17473.5,9222,2
5137,WBAGG8348YDN75441,10080.23,2170,5
5138,1G6YX36D485600225,43242.21,10809,12
5139,1FVDFEBS28HY58695,41409.85,12363,35
5140,4TASN92N9XZ569888,9323.45,2153,69
5141,WBAUU3C59AA544777,11155.23,2345,20
5142,YV1902SP1F1256951,24464.86,3004,8
5143,WDBFA66E9NF063047,10122.83,3160,47
